game_number,crash,total_bank,Nan
S,t,o,p
700001,1.03,235.25
700002,1.61,5.33
700003,7.32,-68.03
700004,2.19,-50.07
700005,1.03,218.15
700006,23.2,-57.83
700007,1.5,-13.54
700008,1.12,138.61
700009,2.89,-69.76
700010,1.24,117.15
700011,4.12,-82.73
700012,1.19,32.38
700013,2.13,-68.25
700014,1.21,58.25
700015,4.86,-131.49
700016,12.32,-61.94
700017,1.91,-23.1
700018,7.35,-58.94
700019,1.88,-34.27
700020,1.32,41.4
700021,2.62,-84.5
700022,1.0,185.74
700023,1.0,234.5
700024,1.23,45.2
700025,7.64,-101.4
700026,1.01,361.52
700027,1.73,6.32
700028,3.02,-122.35
700029,8.86,-77.15
700030,1.45,45.29
700031,1.07,143.78
700032,5.21,-99.21
700033,1.28,54.37
700034,1.23,97.98
700035,1.2,86.69
700036,1.31,53.94
700037,1.39,57.7
700038,1.04,199.08
700039,2.22,-83.05
700040,1.37,29.4
700041,1.26,100.55
700042,1.0,341.1
700043,6.34,-149.84
700044,7.71,-106.75
700045,1.22,63.21
700046,1.27,136.82
700047,2.16,-87.96
700048,1.01,184.5
700049,1.97,-40.65
700050,2.44,-104.81
700051,1.04,382.35
700052,1.39,83.81
700053,2.51,-123.07
700054,1.37,53.68
700055,5.58,-119.54
700056,4.1,-80.42
700057,1.81,-0.7
700058,3.25,-50.99
700059,5.14,-47.81
700060,1.67,-5.7
700061,24.99,-69.91
700062,1.02,242.85
700063,4.79,-61.1
700064,1.07,320.31
700065,1.11,313.05
700066,13.18,-98.56
700067,4.1,-155.59
700068,1.14,171.75
700069,1.37,7.28
700070,1.68,40.79
700071,2.63,-139.07
700072,2.27,-41.76
700073,1.26,33.41
700074,54.31,-125.2
700075,1.29,61.32
700076,6.33,-60.73
700077,1.09,159.19
700078,1.28,96.78
700079,2.3,-95.42
700080,1.17,87.44
700081,1.42,45.77
700082,1.0,298.71
700083,2.01,-41.48
700084,2.63,-128.85
700085,1.27,7.92
700086,1.6,21.63
700087,2.42,-58.95
700088,2.07,-61.14
700089,20.77,-33.12
700090,2.0,-19.81
700091,1.8,-14.85
700092,1.0,162.49
700093,89.96,-105.66
700094,5.35,-134.62
700095,1.27,76.76
700096,16.98,-43.22
700097,1.32,82.3
700098,4.68,-74.18
700099,9.26,-134.69
700100,1.2,40.7
700101,2.69,-53.67
700102,4.55,-40.94
700103,1.34,6.85
700104,1.01,302.98
700105,3.6,-117.58
700106,1.34,-10.19
700107,3.82,-142.96
700108,1.0,277.5
700109,2.87,-75.48
700110,1.26,124.22
700111,2.95,-101.11
700112,21.66,-39.56
700113,2.4,-42.19
700114,1.85,-18.13
700115,3.67,-38.23
700116,1.04,181.75
700117,2.04,-38.5
700118,1.25,2.75
700119,15.83,-67.38
700120,4.36,-48.0
700121,2.13,-48.5
700122,1.7,-18.59
700123,2.96,-66.97
700124,1.89,-14.66
700125,1.21,61.88
700126,1.01,329.81
700127,1.68,-28.01
700128,2.08,-85.42
700129,1.97,-21.61
700130,1.0,248.4
700131,2.22,-134.42
700132,2.22,-80.07
700133,3.28,-40.94
700134,2.38,-79.48
700135,2.41,-53.86
700136,1.88,-20.42
700137,6.29,-57.76
700138,4.13,-74.87
700139,1.29,21.8
700140,3.61,-65.33
700141,1.01,251.65
700142,2.48,-61.36
700143,1.52,-25.93
700144,1.05,314.54
700145,1.74,-29.92
700146,1.08,434.0
700147,4.49,-137.5
700148,2.82,-91.11
700149,3.59,-53.76
700150,2.35,-116.18
700151,2.0,-30.93
700152,1.25,7.6
700153,1.69,-28.89
700154,5.87,-64.31
700155,3.29,-67.63
700156,2.66,-43.22
700157,1.05,151.45
700158,1.37,-6.28
700159,7.0,-51.32
700160,1.01,246.51
700161,3.34,-80.51
700162,3.46,-80.54
700163,1.37,-20.12
700164,1.41,34.77
700165,2.01,-66.82
700166,1.07,287.17
700167,1.47,61.47
700168,1.97,-6.14
700169,4.64,-74.46
700170,1.0,250.43
700171,1.38,76.82
700172,2.74,-108.74
700173,5.08,-66.35
700174,2.64,-47.64
700175,1.33,162.88
700176,2.88,-45.77
700177,5.49,-67.3
700178,1.24,34.95
700179,1.5,18.1
700180,1.54,-13.74
700181,6.74,-50.61
700182,3.17,-55.74
700183,6.17,-59.89
700184,1.42,4.51
700185,7.14,-77.77
700186,1.02,210.36
700187,1.53,-4.51
700188,2.23,-39.59
700189,1.04,140.22
700190,1.07,157.96
700191,1.31,16.27
700192,1.45,22.86
700193,4.33,-80.4
700194,1.46,-15.35
700195,1.64,-6.82
700196,6.05,-110.33
700197,2.77,-41.16
700198,4.01,-32.6
700199,1.43,20.82
700200,3.15,-38.5
700201,1.74,-5.37
700202,5.33,-20.07
700203,1.64,4.41
700204,7.42,-31.93
700205,2.25,-15.65
700206,3.05,-31.84
700207,3.05,-10.33
700208,1.87,-13.62
700209,9.83,-21.27
700210,2.19,-15.35
700211,1.05,77.24
700212,1.46,-6.76
700213,9.43,-47.64
700214,1.42,1.58
700215,1.69,-21.49
700216,1.56,-3.97
700217,2.43,-21.33
700218,1.52,-16.61
700219,2.06,-19.41
700220,3.36,-30.9
700221,1.63,-0.09
700222,1.66,-17.61
700223,2.16,-36.81
700224,2.79,-31.01
700225,3.84,-22.96
700226,1.08,92.54
700227,1.04,111.07
700228,1.06,189.65
700229,1.59,-19.97
700230,6.15,-51.15
700231,4.44,-30.08
700232,1.92,-24.22
700233,2.16,-47.59
700234,1.17,105.44
700235,2.05,-57.47
700236,2.61,-48.96
700237,1.61,-28.22
700238,4.88,-42.56
700239,1.24,36.43
700240,2.92,-34.45
700241,1.05,98.52
700242,3.07,-60.4
700243,2.08,-40.45
700244,1.09,92.81
700245,1.55,-22.41
700246,2.45,-42.41
700247,1.56,-4.29
700248,2.0,-43.29
700249,3.32,-40.63
700250,1.73,-4.81
700251,4.21,-42.57
700252,1.2,41.8
700253,2.83,-35.8
700254,5.8,-47.41
700255,1.15,92.36
700256,2.59,-38.63
700257,7.65,-74.13
700258,2.72,-45.74
700259,3.26,-40.33
700260,3.33,-45.73
700261,1.09,168.24
700262,2.19,-46.07
700263,1.64,-81.79
700264,1.13,68.43
700265,1.15,208.26
700266,1.3,38.54
700267,3.05,-86.66
700268,1.12,94.81
700269,1.57,-34.93
700270,1.27,68.49
700271,1.88,-24.93
700272,2.35,-62.41
700273,9.3,-70.58
700274,1.83,9.62
700275,1.75,-9.88
700276,2.0,-51.76
700277,1.53,-38.64
700278,1.82,-20.46
700279,1.84,12.49
700280,1.04,142.72
700281,3.04,-77.88
700282,2.56,-45.94
700283,1.03,174.98
700284,2.55,-68.73
700285,2.38,-28.67
700286,7.72,-79.32
700287,1.32,26.57
700288,1.35,18.25
700289,6.94,-71.35
700290,1.08,129.93
700291,1.2,58.69
700292,5.13,-80.33
700293,2.9,-28.44
700294,1.12,84.74
700295,3.96,-62.77
700296,6.17,-63.26
700297,5.73,-36.97
700298,1.0,109.9
700299,1.05,110.71
700300,5.28,-119.69
700301,4.44,-49.94
700302,2.59,-21.55
700303,1.36,3.75
700304,2.07,-37.02
700305,2.95,-32.09
700306,2.02,-27.99
700307,9.03,-47.47
700308,1.81,-26.2
700309,1.46,56.47
700310,1.0,94.94
700311,9.0,-38.07
700312,1.35,65.47
700313,1.06,294.73
700314,4.04,-66.21
700315,2.84,-70.07
700316,1.5,12.05
700317,97.1,-46.56
700318,1.66,28.89
700319,1.15,108.57
700320,2.57,-39.98
700321,1.3,49.72
700322,5.7,-102.31
700323,3.32,-45.71
700324,1.66,-58.05
700325,1.17,136.43
700326,3.34,-104.59
700327,1.14,61.77
700328,7.02,-83.46
700329,2.17,-25.68
700330,7.03,-31.13
700331,2.24,-23.32
700332,1.0,144.94
700333,2.17,-46.39
700334,2.95,-66.59
700335,7.01,-41.44
700336,1.09,89.83
700337,1.54,29.1
700338,1.85,4.34
700339,2.14,-40.22
700340,1.78,-17.54
700341,2.13,-31.79
700342,1.36,16.87
700343,1.1,153.27
700344,1.36,107.63
700345,1.1,183.91
700346,1.85,-7.97
700347,1.3,44.5
700348,1.14,143.23
700349,1.24,40.09
700350,1.0,291.09
700351,2.02,-39.16
700352,3.22,-78.46
700353,1.04,220.23
700354,2.89,-43.05
700355,6.03,-60.55
700356,3.88,-25.94
700357,1.32,27.34
700358,10.84,-39.03
700359,3.33,-45.51
700360,1.0,108.13
700361,1.12,93.66
700362,1.48,67.69
700363,9.25,-48.41
700364,2.29,-29.93
700365,2.5,-40.05
700366,1.02,290.1
700367,1.72,-10.37
700368,1.29,28.63
700369,3.06,-42.43
700370,3.57,-39.13
700371,1.73,3.4
700372,1.68,-4.0
700373,5.45,-63.02
700374,1.63,-14.85
700375,1.45,28.98
700376,5.56,-42.7
700377,1.03,83.0
700378,5.6,-35.74
700379,1.57,-10.08
700380,4.29,-51.17
700381,1.13,37.2
700382,2.26,-38.4
700383,5.14,-18.31
700384,1.24,30.82
700385,2.36,-28.96
700386,5.39,-52.98
700387,1.65,-3.63
700388,2.82,-22.54
700389,3.9,-21.86
700390,2.72,-21.0
700391,1.39,11.73
700392,4.98,-32.23
700393,1.99,-19.07
700394,3.13,-25.77
700395,1.97,-7.09
700396,1.62,-17.61
700397,1.18,89.79
